Time [s],Current [A],Power [W],Voltage [V],Capacity [Ah],Energy [Wh]
0.0,4.302547890279219,17.499999999924785,4.065598216032417,0.0,0.0
0.008156977896821248,4.3025902802421,17.50000000000031,4.06784442239408,9.748926059725766e-06,3.9651975887326214e-05
0.016313955793642497,4.3026326313207335,17.5000000000063,4.069644957119737,1.9497948079677174e-05,7.930395177466601e-05
0.032627911587284994,4.302717253022468,17.49999999999721,4.06645643900607,3.8996375595885906e-05,0.00015860790354930437
0.06525582317456999,4.302886117899589,17.5,4.067667418091365,7.799476110282582e-05,0.0003172158070986064
0.13051164634913998,4.303222845687447,17.5,4.066070671131874,0.00015599763585253415,0.0006344316141972106
0.26102329269827995,4.303890237539028,17.49999999999999,4.0662003349176,0.0003120275804656479,0.0012688632283944182
0.3915349390474199,4.304553005040351,17.50000000588646,4.0663722899786965,0.0004680815525448018,0.0019032948428050296
0.6525582317456999,4.305859931770773,17.500000000000092,4.064041315233813,0.0007802842573471347,0.003172158071199453
0.9135815244439799,4.307147833598579,17.500000046876316,4.063707287051224,0.001092580343364958,0.0044410213029927054
1.1746048171422598,4.308416468566861,17.500000094422077,4.060166385869283,0.0014049684136262961,0.005709884538233334
1.6966514025388197,4.310907566289648,17.500000013255953,4.059221209385525,0.0020301057955545475,0.008247610996944453
2.2186979879353794,4.313326904337581,17.50000008044919,4.057679933037595,0.002655594012806922,0.010785337465399458
3.2186979879353794,4.317752094442921,17.5000000000001,4.053024890545012,0.0038549695945966217,0.015646448576510597
4.218697987935379,4.321915966692436,17.499999889648862,4.047545216406882,0.005055501807566743,0.020507559656968613
5.218697987935379,4.325836507208082,17.499999716701065,4.0437844650296775,0.006257123059568988,0.025368670689385576
6.218697987935379,4.329533654276823,17.49999954687071,4.042172290863013,0.007459771296868105,0.03022978167462744
7.218697987935379,4.3330233845044726,17.49999998538333,4.0388871083303535,0.008663388903674903,0.035090892781678366
8.218697987935379,4.336326712418027,17.499999915816403,4.034486039083159,0.009867924101568797,0.03995200386940514
9.218697987935379,4.33946117106299,17.499999900218395,4.031998780703257,0.011073329982419626,0.04481311495279913
10.218697987935379,4.342441935248939,17.500000100211754,4.029506304896427,0.012279563853322111,0.04967422609174685
11.218697987935379,4.345282328179704,17.5000001131686,4.026339833939144,0.013486586722260918,0.05453533723429368
12.218697987935379,4.347994540159826,17.49999998223248,4.02411273961073,0.014694362983416425,0.059396448340469366
13.218697987935379,4.350587977376449,17.50000014213153,4.022358713281648,0.015902859643798773,0.06425755949106146
14.218697987935379,4.353070695997038,17.5000001413971,4.020867777901307,0.017112045948242394,0.06911867064144954
15.218697987935379,4.355451191986778,17.49999967035837,4.018371222056192,0.018321893501572054,0.07397978166099355
16.21869798793538,4.3577376161689525,17.49999983685105,4.015992940472027,0.019532376172730095,0.0788408927267855
17.21869798793538,4.35993466049116,17.50000073907855,4.014666966394655,0.02074346913397764,0.0837020040431962
18.21869798793538,4.362047042588242,17.49999977503478,4.0079375499618175,0.02195514886802993,0.08856311509181697
19.21869798793538,4.364083006567506,17.499999717933154,4.010971775794825,0.023167394147632015,0.09342422612457618
20.21869798793538,4.366047334038392,17.500001960752574,4.009021898468491,0.02438018507375379,0.09828533778034079
21.21869798793538,4.36793933186606,17.500001196352642,4.007906492624721,0.025593501554827695,0.10314644922377207
22.21869798793538,4.369763983635856,17.499996703792664,4.004744967980045,0.02680732488361543,0.10800755941927004
23.21869798793538,4.371533119270968,17.499999751799788,4.003352957402704,0.028021639638968476,0.11286867046143664
24.21869798793538,4.373243652438185,17.500003441153435,4.002253423366419,0.029236429542423528,0.1177297825284237
25.21869798793538,4.3748930025442725,17.500000023691914,3.999408623141778,0.030451677598685827,0.1225908936461159
26.21869798793538,4.37649023096108,17.49999712346247,3.99923978261139,0.031667369329508345,0.12745200395818881
27.21869798793538,4.3780417560619425,17.50000049396127,3.998495306923044,0.03288349203952556,0.1323131152065114
28.21869798793538,4.379543904119945,17.50000253981204,3.996091238514952,0.034100032012892204,0.13717422702312587
29.21869798793538,4.380997237431578,17.500000054197162,3.995149193558326,0.03531697568995653,0.14203533814929176
30.21869798793538,4.382408211952749,17.49999932070347,3.993850045756525,0.03653431130438785,0.1468964490717094
31.21869798793538,4.383777652511867,17.49999988827375,3.9912785623418885,0.03775202731897448,0.15175756015178543
32.21869798793538,4.385106077951281,17.49999990258265,3.9902382635635427,0.03897011234062762,0.15661867123583617
33.21869798793538,4.386394751869478,17.49999968988329,3.9880815245619092,0.040188555327258034,0.16147978226080376
34.21869798793538,4.387646774194776,17.49999995747021,3.9887197861712536,0.04140734609786769,0.16634089336010102
35.21869798793538,4.38886306728877,17.500000405613772,3.986923943283244,0.04262647472767013,0.17120200458388263
36.21869798793538,4.3900438762631255,17.500000152179897,3.9862069335791643,0.04384593135996544,0.17606311573726594
37.21869798793538,4.391191166282313,17.49999962128266,3.9844895317345252,0.04506570668393275,0.1809242267431778
38.21869798793538,4.392307142919737,17.499999900286834,3.983431311490464,0.046285792001410454,0.18578533782659082
39.21869798793538,4.393392133253598,17.500000437440267,3.9820210897015786,0.04750617870509201,0.1906464490592131
40.21869798793538,4.394446239661273,17.500000088551516,3.981464345934712,0.04872685821610903,0.19550756019492183
41.21869798793538,4.395471272307016,17.49999956048258,3.9794434733036295,0.04994782245841654,0.20036867118394477
42.21869798793538,4.396469011786216,17.499999966067833,3.980355113696952,0.05116906385057938,0.20522978228563027
43.21869798793538,4.397439514555018,17.500000455866218,3.980186077316291,0.052390574826844664,0.2100908935233709
44.21869798793538,4.3983828560899045,17.499999880372993,3.9772847819379047,0.0536123478424252,0.2149520046012523
45.21869798793538,4.399300746000157,17.499999283189368,3.976317708722932,0.05483437582742524,0.21981311551324934
46.21869798793538,4.400195207181961,17.500000479993048,3.977137344169453,0.05605665227386467,0.22467422675769183
47.21869798793538,4.401065310559817,17.500001394110818,3.9756797516079265,0.05727917041568684,0.22953533825605593
48.21869798793538,4.401910438489103,17.499999947129062,3.9762075692667795,0.05850192331526715,0.23439644935248066
49.21869798793538,4.402734015841002,17.499999816849936,3.974661422881945,0.05972490498633409,0.23925756041271676
50.21869798793538,4.403536467988353,17.50000086104772,3.9760275079654974,0.0609481095607753,0.2441186717630078
51.21869798793538,4.404316508714201,17.500000515728168,3.975415265499506,0.06217153081319591,0.24897978301737675
52.21869798793538,4.405075201401308,17.49999930943195,3.972315911169111,0.06339516281358516,0.25384089393666337
53.21869798793538,4.405815276118975,17.49999999454764,3.9704641885616954,0.06461900039028488,0.25870200504625995
54.21869798793538,4.406535482371136,17.50000015188936,3.972266583399122,0.06584303802427686,0.2635631161995626
55.21869798793538,4.407236243073788,17.499999932600492,3.9725820041412505,0.06706727031401957,0.2684242272919516
56.21869798793538,4.407918526478467,17.499999850096483,3.969779069049614,0.06829169212693026,0.2732853383614229
57.21869798793538,4.4085828268348575,17.5000001133381,3.9690749107909573,0.06951629846771772,0.27814644950401674
58.21869798793538,4.40922949781544,17.500000098931757,3.969010779234207,0.07074108443933311,0.2830075606426089
59.21869798793538,4.409859001203868,17.499999915220812,3.9696291572953393,0.07196604527300085,0.2878686717301703
60.21869798793538,4.410471967118747,17.499999990411606,3.969052335753399,0.07319117637497827,0.29272978283861795
61.21869798793538,4.411068759462867,17.500000106441608,3.966993289940924,0.07441647325260685,0.29759089397929617
62.21869798793538,4.411649709152816,17.50000000913749,3.965965238791635,0.07564193150514929,0.30245200509294545
63.21869798793538,4.412215293040057,17.49999992953633,3.9648725885141554,0.07686754686432708,0.3073131161844833
64.21869798793537,4.412765968039424,17.500000011177768,3.966969747801315,0.07809331518878246,0.3121742272986993
65.21869798793537,4.413302099007498,17.500000013062152,3.965096998715576,0.07931923243850678,0.31703533841343884
66.21869798793537,4.413824042332884,17.499999936928596,3.9644684411215905,0.08054529467248812,0.3218964495070301
67.21869798793537,4.414332138379095,17.499999942928902,3.9648893422416847,0.0817714980442601,0.32675756060228817
68.21869798793537,4.414826708201872,17.499999940582214,3.9629978550729272,0.0829978387965384,0.33161867169689435
69.21869798793537,4.415308052594049,17.49999999697128,3.9624457360650123,0.0842243132555923,0.3364797828071642
70.21869798793537,4.415776617078121,17.4999999877621,3.962546861388644,0.08545091787144733,0.3413408939148758
71.21869798793537,4.4162327640148025,17.49999999820686,3.9616320671991834,0.08667764919478478,0.34620200502548887
72.21869798793537,4.416676706912298,17.50000003618708,3.9623630546184088,0.08790450383559376,0.3510631161466519
73.21869798793537,4.417108726951007,17.499999996089734,3.960888143971778,0.08913147848196905,0.35592422725667683
74.21869798793537,4.4175293476214,17.500000006747634,3.9610713870314216,0.09035856996741942,0.36078533836966226
75.21869798793537,4.417938722861649,17.499999969194175,3.961319954110925,0.09158577516821434,0.3656464494722162
76.21869798793537,4.418337105088427,17.499999955017827,3.9616650096214476,0.0928130910307389,0.3705075605708323
77.21869798793537,4.418724793993915,17.49999994412678,3.960859695963971,0.0940405145846261,0.375368671666423
78.21869798793537,4.4191020423781096,17.499999999365045,3.9593484866083783,0.09526804292973112,0.38022978277735775
79.21869798793537,4.419469183302542,17.499999999216474,3.9577924510355955,0.09649567325842628,0.3850908938882512
80.21869798793537,4.41982650085036,17.499999995159367,3.9601599373241996,0.09772340284199584,0.38995200499801774
81.21869798793537,4.42017419224093,17.500000019451164,3.9594557178299508,0.09895122900650721,0.3948131161145319
82.21869798793537,4.4205124940548846,17.50000000061708,3.9591879850646774,0.10017914914374468,0.39967422722581447
83.21869798793537,4.4208418031951,17.500000005029626,3.958553977617895,0.10140716075574333,0.4045353383383227
84.21869798793537,4.421162265222737,17.499999970908434,3.957007151023055,0.10263526138497185,0.40939644944135284
85.21869798793537,4.421474097192317,17.49999996031043,3.9583246604250473,0.10386344863419195,0.41425756054143903
86.21869798793537,4.421777544082217,17.49999995301902,3.957145724508043,0.10509172017421478,0.41911867163949984
87.21869798793537,4.422072823488119,17.499999999145423,3.958106687371889,0.10632007373629482,0.4239797827503736
88.21869798793537,4.422360203813049,17.5000000017127,3.9585383379481507,0.10754850712624289,0.4288408938619605
89.21869798793537,4.422639920413071,17.499999995710557,3.956603715539437,0.10877701821524653,0.4337020049718801
90.21869798793537,4.422912149480706,17.500000012738386,3.9552596366557977,0.11000560492343561,0.43856311608652965
91.21869798793537,4.423177092205652,17.500000001646594,3.9553285093316446,0.11123426522682607,0.44342422719809815
92.21869798793537,4.423435068551384,17.500000003150465,3.9553445111810395,0.11246299719031257,0.44828533831008444
93.21869798793537,4.423686210602781,17.49999997338738,3.957248531773832,0.11369179891548001,0.4531464494138031
94.21869798793537,4.4239307083567825,17.499999964512188,3.9551350148139908,0.11492066855669023,0.4580075605150565
95.21869798793537,4.424168768348078,17.499999959600267,3.9549893556466174,0.11614960432567581,0.46286867161494544
96.21869798793537,4.424400606208722,17.499999958167674,3.9565627470522085,0.11737860449406712,0.46772978271443644
97.21869798793537,4.424626410034039,17.499999963511407,3.954463657141182,0.11860766738574324,0.4725908938154118
98.21869798793537,4.424846362327791,17.499999964176073,3.953233798855918,0.11983679137527874,0.47745200491657186
99.21869798793537,4.425060651631867,17.499999963298247,3.953971132345186,0.12106597488962093,0.482313116017488
100.21869798793537,4.425269463669309,17.499999963781747,3.9542942478150716,0.12229521640730685,0.48717422711853847
101.21869798793537,4.425472977119476,17.499999965011945,3.9551795762986415,0.12352451445650671,0.4920353382199307
102.21869798793537,4.425669822656443,17.49999918945563,3.952946413074724,0.12475386718502239,0.4968964491058906
